App Name,Notes,Category,Deployment Model (Verified),Vendor Website,Installation Guide Link,Canonical Vendor,Canonical Product Name,Canonical Key,Canonical Group ID,Possible Duplicate,Enrichment Status,Third Party?,Co-Traveler?
SOC Telemed,"SOC Telemed | 0 | 2 Critical | Upstate | Digital Health | Robin Gadd-Lane | Sallie Carvalho | TBD | Carts for specialists on call to handle emergencies. Provider of telemedicine solutions for hospitals, health systems, and other healthcare organizations",Unclassified,Unknown / Needs vendor check,,,,SOC Telemed,SOC Telemed,1298,Yes,,,
SOC Telemed,"SOC Telemed | 2 Critical | TBD | Carts for specialists on call to handle emergencies. Provider of telemedicine solutions for hospitals, health systems, and other healthcare organizations",Unclassified,Unknown / Needs vendor check,,,,SOC Telemed,SOC Telemed,1298,Yes,,,
SOZO,Impedimed | 3 Important | TBD,Unclassified,Unknown / Needs vendor check,,,,SOZO,SOZO,1299,Yes,,,Yes
SPM Surgical Asset Tracking,STERIS Corporation | 1 | 9 Unknown | Relocate | Phase II | Steris SPM Surgical Asset Tracking Software is a solution offered by Steris Corporation. It is designed to help healthcare facilities track and manage surgical instruments and other assets used in the operating room.,Unclassified,Unknown / Needs vendor check,,,,SPM Surgical Asset Tracking,SPM Surgical Asset Tracking,1300,Yes,,,
SPM Surgical Asset Tracking,STERIS Corporation | 9 Unknown | Relocate | Phase II | Steris SPM Surgical Asset Tracking Software is a solution offered by Steris Corporation. It is designed to help healthcare facilities track and manage surgical instruments and other assets used in the operating room.,Unclassified,Unknown / Needs vendor check,,,,SPM Surgical Asset Tracking,SPM Surgical Asset Tracking,1300,Yes,,,
STERIS ProConnect,"STERIS Corporation | 3 | 9 Unknown | Relocate | Cloud Support | Phase I | STERIS ProConnect is a cloud-based software platform developed by STERIS Corporation, a leading provider of infection prevention, decontamination, and surgical equipment solutions in the healthcare industry. ProConnect is designed to streamline and simplify the management of equipment maintenance and service activities for healthcare facilities. ProConnect Response Center is a backend software that monitors clinical equipment. This technology monitors equipment performance and alerts equipment managers if there are any issues. This software also handles scheduling for maintenance and allows changes to be pushed remotely to the equipment.",Unclassified,Cloud / SaaS (or Hybrid),,,,STERIS ProConnect,STERIS ProConnect,1302,Yes,,,
STERIS ProConnect,"STERIS Corporation | 9 Unknown | Relocate | Cloud Support | Phase I | STERIS ProConnect is a cloud-based software platform developed by STERIS Corporation, a leading provider of infection prevention, decontamination, and surgical equipment solutions in the healthcare industry. ProConnect is designed to streamline and simplify the management of equipment maintenance and service activities for healthcare facilities. ProConnect Response Center is a backend software that monitors clinical equipment. This technology monitors equipment performance and alerts equipment managers if there are any issues. This software also handles scheduling for maintenance and allows changes to be pushed remotely to the equipment.",Unclassified,Cloud / SaaS (or Hybrid),,,,STERIS ProConnect,STERIS ProConnect,1302,Yes,,,
SafeFleet,"SafeFleet | 1 | 9 Unknown | Relocate | Phase I | SafeFleet is a comprehensive fleet management solution that helps organizations monitor, manage, and optimize fleet operations. It provides a range of features and functionalities to improve safety, efficiency, and compliance in fleet management.",Unclassified,Unknown / Needs vendor check,,,,SafeFleet,SafeFleet,1303,Yes,,,
SafeFleet,"SafeFleet | 9 Unknown | Relocate | Phase I | SafeFleet is a comprehensive fleet management solution that helps organizations monitor, manage, and optimize fleet operations. It provides a range of features and functionalities to improve safety, efficiency, and compliance in fleet management.",Unclassified,Unknown / Needs vendor check,,,,SafeFleet,SafeFleet,1303,Yes,,,
Schlage,Schlage | 0 | 3 Important | Midlands | Enterprise Systems | Deitra Troy | Matthew Vazquez | Retain | Security door lock software at Richland. Schlage software and its databases and Schlage software that Richland Security uses. | Installed on a Workstation,Unclassified,On-Premises,,,,Schlage,Schlage,1305,Yes,,,
Schlage,Schlage | 3 Important | Retain | Security door lock software at Richland. Schlage software and its databases and Schlage software that Richland Security uses.,Unclassified,Unknown / Needs vendor check,,,,Schlage,Schlage,1305,Yes,,,
ScreenConnect,"ConnectWise | 1 | 9 Unknown | Redeploy | Cloud Support | Phase 0 Infra | ScreenConnect is a remote support and remote access software developed by ConnectWise Inc. It provides a platform for IT professionals and support technicians to remotely access and control computers and devices for troubleshooting, maintenance, and support purposes. With ScreenConnect, users can establish secure connections to remote devices, collaborate with users in real-time, and perform various tasks remotely.",Unclassified,Cloud / SaaS (or Hybrid),,,,ScreenConnect,ScreenConnect,1306,Yes,,,
ScreenConnect,"ConnectWise | 9 Unknown | Redeploy | Cloud Support | Phase 0 Infra | ScreenConnect is a remote support and remote access software developed by ConnectWise Inc. It provides a platform for IT professionals and support technicians to remotely access and control computers and devices for troubleshooting, maintenance, and support purposes. With ScreenConnect, users can establish secure connections to remote devices, collaborate with users in real-time, and perform various tasks remotely.",Unclassified,Cloud / SaaS (or Hybrid),,,,ScreenConnect,ScreenConnect,1306,Yes,,,
ScriptLink,"Epic Systems Corporation | 1 | 9 Unknown | Relocate | Cloud Support | Phase II | ScriptLink is a software integration framework developed by Epic Systems Corporation, a leading provider of electronic health record (EHR) systems. ScriptLink enables the integration of external applications with Epic's EHR platform, allowing for the exchange of data and functionality between different systems.",Unclassified,Cloud / SaaS (or Hybrid),,,,ScriptLink,ScriptLink,1307,Yes,,,Yes
ScriptLink,"Epic Systems Corporation | 9 Unknown | Relocate | Cloud Support | Phase II | ScriptLink is a software integration framework developed by Epic Systems Corporation, a leading provider of electronic health record (EHR) systems. ScriptLink enables the integration of external applications with Epic's EHR platform, allowing for the exchange of data and functionality between different systems.",Unclassified,Cloud / SaaS (or Hybrid),,,,ScriptLink,ScriptLink,1307,Yes,,,Yes
Secure Remote Services,Dell/EMC | 1 | 9 Unknown | Retain,Unclassified,Unknown / Needs vendor check,,,,Secure Remote Services,Secure Remote Services,1308,Yes,,,
Secure Remote Services,Dell/EMC | 9 Unknown | Retain,Unclassified,Unknown / Needs vendor check,,,,Secure Remote Services,Secure Remote Services,1308,Yes,,,
Secure Scan,"Levi, Ray & Shoup, Inc. | 0 | 9 Unknown | TBD",Unclassified,Unknown / Needs vendor check,,,,Secure Scan,Secure Scan,1309,Yes,,,
Secure Scan,"Levi, Ray & Shoup, Inc. | 9 Unknown | TBD",Unclassified,Unknown / Needs vendor check,,,,Secure Scan,Secure Scan,1309,Yes,,,
SecureLink,"SecureLink | 5 | 2 Critical | Upstate | Information Security | Will Rishovd | Logan Smith | Retain | SecureLink is a secure remote access solution designed for businesses to establish and manage secure connections with third-party vendors and remote users. It provides a secure platform for organizations to collaborate, access critical systems and applications, and manage remote access privileges.",Unclassified,Unknown / Needs vendor check,,,,SecureLink,SecureLink,1310,Yes,,,
SecureLink,"SecureLink | 2 Critical | Retain | SecureLink is a secure remote access solution designed for businesses to establish and manage secure connections with third-party vendors and remote users. It provides a secure platform for organizations to collaborate, access critical systems and applications, and manage remote access privileges.",Unclassified,Unknown / Needs vendor check,,,,SecureLink,SecureLink,1310,Yes,,,
SecureSphere,"Imperva | 4 | 9 Unknown | Retire | SecureSphere is a web application firewall (WAF) and database security solution provided by Imperva. It is designed to protect web applications and databases from various types of cyber threats, including SQL injection, cross-site scripting (XSS), and data breaches. SecureSphere helps organizations detect and block malicious activity, enforce security policies, and provide compliance reporting. It offers features such as real-time monitoring, threat intelligence, access controls, and vulnerability management. | Servers are powered down",Unclassified,On-Premises,,,,SecureSphere,SecureSphere,1311,Yes,,,
SecureSphere,"Imperva | 9 Unknown | Retire | SecureSphere is a web application firewall (WAF) and database security solution provided by Imperva. It is designed to protect web applications and databases from various types of cyber threats, including SQL injection, cross-site scripting (XSS), and data breaches. SecureSphere helps organizations detect and block malicious activity, enforce security policies, and provide compliance reporting. It offers features such as real-time monitoring, threat intelligence, access controls, and vulnerability management.",Unclassified,Unknown / Needs vendor check,,,,SecureSphere,SecureSphere,1311,Yes,,,
Security Center,Genetec | 0 | 1 Mission Critical | Upstate | Enterprise Systems | Deitra Troy | Retain | Camera System | Several Servers (TBD),Unclassified,On-Premises,,,,Security Center,Security Center,1312,Yes,,,
Security Center,Genetec | 1 Mission Critical | Retain | Camera System,Unclassified,Unknown / Needs vendor check,,,,Security Center,Security Center,1312,Yes,,,
Sentry CIS,"Vyaire Medical | 0 | 9 Unknown | TBD | Sentry CIS, also known as Sentry Clinical Information System, is a healthcare software solution provided by the company ""Sentry Data Systems."" It is designed to help hospitals and healthcare organizations manage and optimize their medication utilization and related processes. Sentry CIS offers features such as medication management, drug utilization review, cost control, compliance monitoring, and analytics. It helps organizations streamline workflows, improve patient safety, reduce costs, and ensure regulatory compliance",Unclassified,Unknown / Needs vendor check,,,,Sentry CIS,Sentry CIS,1313,Yes,,,
Sentry CIS,"Vyaire Medical | 9 Unknown | TBD | Sentry CIS, also known as Sentry Clinical Information System, is a healthcare software solution provided by the company ""Sentry Data Systems."" It is designed to help hospitals and healthcare organizations manage and optimize their medication utilization and related processes. Sentry CIS offers features such as medication management, drug utilization review, cost control, compliance monitoring, and analytics. It helps organizations streamline workflows, improve patient safety, reduce costs, and ensure regulatory compliance",Unclassified,Unknown / Needs vendor check,,,,Sentry CIS,Sentry CIS,1313,Yes,,,
Service Desk,1 | 9 Unknown | Relocate | Phase I | Appears to be a Windows file server for use by the service desk?,Unclassified,On-Premises,,,,Service Desk,Service Desk,1314,Yes,,,
Service Desk,9 Unknown | Relocate | Phase I,Unclassified,Unknown / Needs vendor check,,,,Service Desk,Service Desk,1314,Yes,,,
ShareFile,"Citrix | 1 | 9 Unknown | Relocate | Phase II | ShareFile is a cloud-based file-sharing and collaboration platform developed by Citrix. It enables businesses to securely store, share, and sync files across various devices and provides tools for collaboration, data protection, and workflow automation.",Unclassified,Cloud / SaaS (or Hybrid),,,,ShareFile,ShareFile,1316,Yes,,,
